Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Date,Hydrometry_Nave_di_Rosano
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,01/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,02/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,03/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,04/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,05/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,06/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,07/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,08/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,09/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,10/01/1998,1.6083341300742915
3.1298705609027553,2.6747427812811155,2.670063060073017,3.3406571523398605,2.471224692997013,3.4164370768153165,2.5388932190179263,3.4166796570537805,2.335026269702277,2.056709168184578,2.426500389711613,2.1019485580670305,2.640958788898234,3.8269680436477005,16.605385981912146,11/01/1998,1.6083341300742915
